0.0,0
0.005,0
0.01,0
0.015,0
0.02,0
0.025,0
0.03,0
0.035,0
0.04,0
0.045,0
0.05,0
0.055,0
0.06,0
0.065,0
0.07,0
0.075,0
0.08,0
0.085,0
0.09,0
0.095,0
0.1,0
0.105,0
0.11,0
0.115,0
0.12,0
0.125,0
0.13,0
0.135,0
0.14,0
0.145,0
0.15,0
0.155,0
0.16,0
0.165,0
0.17,0
0.175,0
0.18,0
0.185,0
0.19,0
0.195,0
0.2,0.0
0.205,0.024999999999999883
0.21,0.049999999999999906
0.215,0.07499999999999993
0.22,0.09999999999999995
0.225,0.12499999999999997
0.23,0.15
0.235,0.17499999999999988
0.24,0.1999999999999999
0.245,0.22499999999999992
0.25,0.24999999999999994
0.255,0.27499999999999997
0.26,0.3
0.265,0.325
0.27,0.35000000000000003
0.275,0.37500000000000006
0.28,0.4000000000000001
0.285,0.4249999999999998
0.29,0.44999999999999984
0.295,0.47499999999999987
0.3,0.4999999999999999
0.305,0.5249999999999999
0.31,0.5499999999999999
0.315,0.575
0.32,0.6
0.325,0.625
0.33,0.65
0.335,0.675
0.34,0.7000000000000001
0.345,0.7249999999999999
0.35,0.7499999999999998
0.355,0.7749999999999999
0.36,0.7999999999999998
0.365,0.825
0.37,0.8499999999999999
0.375,0.875
0.38,0.8999999999999999
0.385,0.925
0.39,0.95
0.395,0.9750000000000001
0.4,1
0.405,1
0.41,1
0.415,1
0.42,1
0.425,1
0.43,1
0.435,1
0.44,1
0.445,1
0.45,1
0.455,1
0.46,1
0.465,1
0.47,1
0.475,1
0.48,1
0.485,1
0.49,1
0.495,1
0.5,1
0.505,1
0.51,1
0.515,1
0.52,1
0.525,1
0.53,1
0.535,1
0.54,1
0.545,1
0.55,1
0.555,1
0.56,1
0.565,1
0.57,1
0.575,1
0.58,1
0.585,1
0.59,1
0.595,1
0.6,1
0.605,1
0.61,1
0.615,1
0.62,1
0.625,1
0.63,1
0.635,1
0.64,1
0.645,1
0.65,1
0.655,1
0.66,1
0.665,1
0.67,1
0.675,1
0.68,1
0.685,1
0.69,1
0.695,1
0.7,1.0
0.705,0.9833333333333333
0.71,0.9666666666666667
0.715,0.95
0.72,0.9333333333333332
0.725,0.9166666666666666
0.73,0.8999999999999999
0.735,0.8833333333333332
0.74,0.8666666666666665
0.745,0.8499999999999999
0.75,0.8333333333333331
0.755,0.8166666666666664
0.76,0.7999999999999998
0.765,0.7833333333333331
0.77,0.7666666666666664
0.775,0.7499999999999998
0.78,0.7333333333333331
0.785,0.7166666666666663
0.79,0.6999999999999997
0.795,0.683333333333333
0.8,0.6666666666666663
0.805,0.6499999999999997
0.81,0.633333333333333
0.815,0.6166666666666667
0.82,0.6
0.825,0.5833333333333333
0.83,0.5666666666666667
0.835,0.5499999999999999
0.84,0.5333333333333332
0.845,0.5166666666666666
0.85,0.4999999999999999
0.855,0.48333333333333317
0.86,0.46666666666666656
0.865,0.44999999999999984
0.87,0.4333333333333331
0.875,0.4166666666666665
0.88,0.3999999999999998
0.885,0.3833333333333331
0.89,0.3666666666666665
0.895,0.34999999999999976
0.9,0.33333333333333304
0.905,0.31666666666666643
0.91,0.2999999999999997
0.915,0.283333333333333
0.92,0.2666666666666664
0.925,0.24999999999999967
0.93,0.23333333333333295
0.935,0.21666666666666634
0.94,0.19999999999999996
0.945,0.18333333333333335
0.95,0.16666666666666663
0.955,0.1499999999999999
0.96,0.1333333333333333
0.965,0.11666666666666659
0.97,0.09999999999999987
0.975,0.08333333333333326
0.98,0.06666666666666654
0.985,0.04999999999999982
0.99,0.033333333333333215
0.995,0.016666666666666496
1.0,-2.220446049250313e-16
